order_item_id,order_id,product_id,quantity,unit_price_at_purchase,discount_pct
151,58,33,3,4033.43,0
152,58,18,2,14551.4,10
153,59,16,2,6378.95,10
154,59,37,1,8898.85,10
155,59,10,2,10601.46,0
156,59,28,2,10434.86,0
157,60,12,3,4331.15,10
158,61,10,3,10601.46,0
159,61,50,3,7293.66,0
160,61,13,3,3256.25,5
161,62,46,2,6189.92,5
162,62,42,2,2330.94,
163,62,24,2,8428.85,0
164,62,12,3,4331.15,0
165,63,45,2,11002.48,0
166,63,21,3,2967.61,25
167,63,56,3,12077.06,25
168,63,30,3,7006.29,0
169,64,34,3,12053.17,0
170,64,35,1,2998.83,0
171,65,19,2,9582.17,0
172,65,40,3,9172.33,0
173,65,59,3,12800.08,0
174,65,4,1,10523.93,0
175,66,57,3,2023.58,0
176,66,30,3,7006.29,5
177,67,47,3,1835.04,0
178,67,51,2,5784.03,0
179,67,33,1,4033.43,0
180,67,40,3,9172.33,10
181,68,8,1,6236.34,0
182,68,58,2,7800.24,0
183,69,14,2,2002.17,25
184,69,38,1,1525.22,0
185,70,4,1,10523.93,0
186,70,42,2,2330.94,0
187,71,40,3,9172.33,20
188,71,43,2,5409.98,10
189,71,45,2,11002.48,0
190,72,22,3,7423.51,25
191,72,34,3,12053.17,5
192,72,27,3,12507.26,0
193,73,60,3,9163.59,0
194,73,9,1,3858.09,0
195,73,40,2,9172.33,
196,74,52,1,919.12,25
197,74,40,1,9172.33,10
198,75,50,2,7293.66,0
199,75,1,1,12008.38,15
200,75,8,2,6236.34,0
201,76,30,3,7006.29,15
202,76,51,1,5784.03,15
203,76,53,2,442.24,10
204,77,37,1,8898.85,0
205,77,39,2,7479.47,0
206,78,14,1,2002.17,0
207,78,34,1,12053.17,0
208,78,20,1,9089.61,0
209,79,10,3,10601.46,0
210,79,50,1,7293.66,0
211,79,56,3,12077.06,10
212,80,30,1,7006.29,15
213,80,57,1,2023.58,10
214,80,3,3,6068.9,20
215,81,40,1,9172.33,25
216,82,11,3,3405.33,10
217,82,5,3,6591.65,20
218,83,40,1,9172.33,0
219,83,23,2,6127.8,0
220,83,20,3,9089.61,0
221,83,22,3,7423.51,0
222,84,59,2,12800.08,0
223,84,24,1,8428.85,0
224,84,26,1,1873.58,0
225,85,21,2,2967.61,0
226,86,31,3,7970.7,20
227,86,25,2,8484.54,10
228,87,8,2,6236.34,20
229,87,38,1,1525.22,0
230,87,39,2,7479.47,5
231,87,30,1,7006.29,0
232,88,35,1,2998.83,0
233,88,19,3,9582.17,20
234,88,25,2,8484.54,0
235,88,40,3,9172.33,10
236,89,1,1,12008.38,0
237,90,26,2,1873.58,10
238,90,25,2,8484.54,0
239,90,28,3,10434.86,5
240,90,35,1,2998.83,10
241,91,56,3,12077.06,0
242,91,30,3,7006.29,0
243,91,58,1,7800.24,0
244,91,51,3,5784.03,0
245,92,3,3,6068.9,0
246,92,37,1,8898.85,0
247,92,31,2,7970.7,0
248,93,44,2,11459.88,0
249,94,37,1,8898.85,10
250,94,47,3,1835.04,0
251,94,22,3,7423.51,0
252,94,27,2,12507.26,0
253,95,55,1,8917.18,0
254,96,43,2,5409.98,0
255,96,29,3,4700.33,0
256,97,49,3,6065.27,0
257,97,27,2,12507.26,15
258,97,50,1,7293.66,20
259,97,25,2,8484.54,25
260,98,34,2,12053.17,0
261,98,56,3,12077.06,0
262,99,40,2,9172.33,0
263,99,59,2,12800.08,0
264,99,42,3,2330.94,0
265,99,55,1,8917.18,5
266,100,44,3,11459.88,0
267,101,39,1,7479.47,5
268,101,41,3,6732.86,15
269,102,50,2,7293.66,5
270,102,28,1,10434.86,15
271,102,45,2,11002.48,0
272,103,42,2,2330.94,0
273,103,32,2,12559.25,0
274,104,2,1,6723.5,0
275,104,58,2,7800.24,25
276,104,32,2,12559.25,20
277,104,10,1,10601.46,5
278,105,22,2,7423.51,0
279,105,44,1,11459.88,0
280,105,20,2,9089.61,0
281,106,45,2,11002.48,20
282,106,25,1,8484.54,5
283,106,58,3,7800.24,20
284,107,2,2,6723.5,10
285,107,3,3,6068.9,5
286,107,22,1,7423.51,0
287,107,4,1,10523.93,0
288,108,12,1,4331.15,10
289,109,39,2,7479.47,0
290,109,52,2,919.12,25
291,109,40,2,9172.33,0
292,109,15,3,3426.72,5
293,110,36,1,4299.63,25
294,110,11,1,3405.33,20
295,110,29,1,4700.33,5
296,111,45,2,11002.48,0
297,111,9,3,3858.09,0
298,111,14,3,2002.17,0
299,111,10,3,10601.46,0
300,112,34,2,12053.17,0
301,113,18,2,14551.4,0
302,113,4,1,10523.93,10
303,114,3,1,6068.9,0
304,114,7,1,9566.23,5
305,114,48,3,6062.17,0
306,114,4,3,10523.93,0
307,115,48,1,6062.17,10
308,115,27,2,12507.26,10
309,116,18,1,14551.4,10
310,116,13,1,3256.25,0
311,116,22,2,7423.51,0
312,117,6,1,6150.38,20
313,117,27,3,12507.26,10
314,118,59,1,12800.08,10
315,118,37,3,8898.85,10
316,119,6,1,6150.38,10
317,119,36,1,4299.63,10
318,120,30,3,7006.29,0
319,121,56,3,12077.06,0
320,122,51,3,5784.03,0
321,122,44,3,11459.88,0
322,123,24,3,8428.85,0
323,123,12,2,4331.15,0
324,123,42,2,2330.94,0
325,124,21,3,2967.61,5
326,124,23,2,6127.8,25
327,125,29,1,4700.33,0
328,125,40,1,9172.33,5
329,125,24,2,8428.85,10
330,126,27,2,12507.26,0
331,126,44,1,11459.88,0
332,126,35,1,2998.83,0
333,127,32,2,12559.25,0
334,127,38,2,1525.22,0
335,127,43,2,5409.98,0
336,128,11,1,3405.33,0
337,128,40,3,9172.33,0
338,128,60,1,9163.59,10
339,128,46,2,6189.92,0
340,129,10,3,10601.46,0
341,129,24,2,8428.85,0
342,129,29,2,4700.33,0
343,130,31,3,7970.7,10
344,130,58,1,7800.24,0
345,130,19,1,9582.17,0
346,131,23,3,6127.8,15
347,131,6,1,6150.38,20
348,131,21,1,2967.61,0
349,131,4,3,10523.93,0
350,132,24,2,8428.85,0
351,132,25,3,8484.54,0
352,132,1,2,12008.38,0
353,132,19,3,9582.17,0
354,133,10,3,10601.46,0
355,134,41,1,6732.86,0
356,134,59,2,12800.08,0
357,134,18,2,14551.4,0
358,134,27,3,12507.26,0
359,135,8,2,6236.34,0
360,135,42,1,2330.94,10
361,135,43,1,5409.98,0
362,135,58,2,7800.24,0
363,136,33,3,4033.43,10
364,136,47,3,1835.04,5
365,136,37,2,8898.85,0
366,137,33,3,4033.43,0
367,138,44,1,11459.88,15
368,138,45,2,11002.48,10
369,138,24,1,8428.85,10
370,139,27,1,12507.26,0
371,140,57,3,2023.58,0
372,140,39,1,7479.47,0
373,140,34,1,12053.17,0
374,140,49,1,6065.27,5
375,141,49,1,6065.27,0
376,141,28,2,10434.86,0
377,141,3,1,6068.9,0
378,141,13,1,3256.25,0
379,142,38,1,1525.22,5
380,142,23,3,6127.8,0
381,142,11,2,3405.33,
382,143,24,2,8428.85,0
383,143,45,3,11002.48,0
384,143,38,2,1525.22,5
385,143,12,2,4331.15,0
386,144,8,3,6236.34,0
387,144,25,3,8484.54,0
388,144,19,2,9582.17,0
389,144,30,2,7006.29,0
390,145,26,1,1873.58,20
391,146,22,1,7423.51,0
392,146,13,2,3256.25,0
393,147,23,3,6127.8,0
394,147,31,1,7970.7,10
395,147,43,3,5409.98,0
396,147,39,3,7479.47,5
397,148,10,3,10601.46,0
398,148,20,1,9089.61,20
399,148,40,2,9172.33,25
400,149,29,1,4700.33,0
401,149,21,2,2967.61,0
402,149,55,2,8917.18,10
403,149,25,1,8484.54,0
404,150,36,3,4299.63,0
405,150,55,2,8917.18,0
406,150,11,1,3405.33,5
407,150,33,2,4033.43,0
408,151,7,1,9566.23,15
409,151,28,3,10434.86,15
410,151,23,1,6127.8,15
411,151,27,3,12507.26,0
412,152,21,2,2967.61,20
413,153,11,2,3405.33,0
414,153,40,1,9172.33,0
415,153,20,2,9089.61,0
416,154,46,3,6189.92,0
417,155,51,2,5784.03,0
418,155,5,1,6591.65,0
419,155,42,3,2330.94,0
420,156,37,3,8898.85,25
421,156,32,2,12559.25,0
422,157,48,2,6062.17,5
423,157,44,2,11459.88,15
424,158,8,2,6236.34,25
425,158,10,2,10601.46,5
426,159,42,1,2330.94,10
427,159,55,2,8917.18,0
428,160,34,3,12053.17,0
429,161,22,2,7423.51,5
430,161,54,2,2327.75,15
431,161,38,1,1525.22,15
432,162,18,2,14551.4,15
433,162,57,1,2023.58,0
434,163,17,3,7344.41,5
435,163,36,2,4299.63,10
436,164,20,2,9089.61,0
437,164,14,3,2002.17,0
438,165,60,1,9163.59,0
439,165,54,2,2327.75,0
440,165,22,3,7423.51,0
441,165,46,1,6189.92,0
442,166,1,2,12008.38,5
443,166,26,3,1873.58,0
444,167,29,1,4700.33,0
445,167,31,1,7970.7,15
446,167,56,2,12077.06,0
447,168,59,2,12800.08,0
448,168,6,2,6150.38,0
449,169,1,2,12008.38,0
450,170,19,1,9582.17,0
451,170,48,3,6062.17,10
452,170,32,1,12559.25,15
453,171,6,3,6150.38,0
454,171,1,2,12008.38,0
455,171,31,1,7970.7,0
456,171,9,1,3858.09,0
457,172,1,2,12008.38,20
458,173,17,2,7344.41,15
459,173,11,2,3405.33,5
460,174,48,3,6062.17,0
461,174,24,3,8428.85,0
462,174,60,2,9163.59,0
463,175,4,1,10523.93,0
464,175,13,2,3256.25,10
465,175,10,3,10601.46,0
466,175,15,3,3426.72,0
467,176,48,3,6062.17,25
468,176,33,1,4033.43,25
469,177,57,3,2023.58,0
470,178,2,2,6723.5,0
471,178,6,3,6150.38,5
472,179,14,1,2002.17,0
473,179,56,3,12077.06,0
474,180,2,2,6723.5,0
475,181,48,1,6062.17,0
476,181,52,2,919.12,0
477,181,59,2,12800.08,0
478,181,20,2,9089.61,10
479,182,3,3,6068.9,0
480,183,19,2,9582.17,10
481,184,37,1,8898.85,0
482,184,4,2,10523.93,0
483,184,36,2,4299.63,0
484,185,12,2,4331.15,0
485,185,51,3,5784.03,0
486,185,54,2,2327.75,0
487,185,26,1,1873.58,0
488,186,28,2,10434.86,5
489,187,20,2,9089.61,
490,187,40,1,9172.33,0
491,187,53,1,442.24,0
492,187,24,3,8428.85,5
493,188,50,1,7293.66,0
494,188,30,3,7006.29,0
495,188,10,1,10601.46,0
496,189,4,2,10523.93,0
497,189,22,3,7423.51,10
498,189,1,3,12008.38,0
499,189,7,2,9566.23,5
500,190,58,2,7800.24,0
501,190,42,2,2330.94,0
502,190,27,2,12507.26,0
503,191,59,1,12800.08,0
504,191,39,2,7479.47,0
505,191,55,3,8917.18,0
506,192,45,1,11002.48,0
507,192,48,1,6062.17,0
508,192,6,2,6150.38,0
509,193,23,2,6127.8,25
510,193,44,3,11459.88,15
511,193,11,2,3405.33,0
512,194,46,1,6189.92,0
513,195,33,1,4033.43,0
514,196,47,1,1835.04,10
515,196,56,2,12077.06,10
516,196,7,3,9566.23,15
517,196,10,2,10601.46,10
518,197,52,2,919.12,0
519,197,28,3,10434.86,0
520,198,6,1,6150.38,20
521,199,41,2,6732.86,25
522,200,58,2,7800.24,0
523,200,34,3,12053.17,0
524,200,40,3,9172.33,0
525,201,3,3,6068.9,0
526,202,33,2,4033.43,0
527,203,16,3,6378.95,5
528,203,54,2,2327.75,0
529,203,50,3,7293.66,0
530,204,23,3,6127.8,5
531,204,20,2,9089.61,10
532,205,57,3,2023.58,0
533,205,9,3,3858.09,0
534,205,31,3,7970.7,0
535,205,14,2,2002.17,0
536,206,33,1,4033.43,0
537,206,9,3,3858.09,5
538,207,39,1,7479.47,15
539,208,20,3,9089.61,15
540,208,19,1,9582.17,
541,208,32,3,12559.25,5
542,209,51,1,5784.03,0
543,209,25,2,8484.54,0
544,209,31,1,7970.7,0
545,210,15,3,3426.72,5
546,210,58,3,7800.24,15
547,210,26,1,1873.58,5
548,210,22,3,7423.51,20
549,211,18,3,14551.4,0
550,212,32,2,12559.25,0
551,213,8,1,6236.34,0
552,214,44,1,11459.88,0
553,214,11,1,3405.33,0
554,214,4,2,10523.93,0
555,214,40,1,9172.33,5
556,215,8,1,6236.34,0
557,215,18,1,14551.4,
558,215,4,3,10523.93,0
559,215,21,1,2967.61,0
560,216,55,1,8917.18,10
561,217,3,2,6068.9,0
562,217,1,1,12008.38,0
563,217,53,3,442.24,0
564,217,30,2,7006.29,0
565,218,20,3,9089.61,0
566,219,57,2,2023.58,15
567,219,44,2,11459.88,0
568,219,22,1,7423.51,
569,220,49,3,6065.27,20
570,220,26,2,1873.58,0
571,220,35,2,2998.83,5
572,220,6,2,6150.38,0
573,221,13,3,3256.25,20
574,221,6,1,6150.38,25
575,221,53,1,442.24,0
576,222,43,3,5409.98,25
577,222,48,1,6062.17,25
578,223,45,2,11002.48,0
579,224,55,2,8917.18,25
580,225,4,2,10523.93,0
581,225,18,2,14551.4,5
582,226,59,2,12800.08,5
583,227,54,1,2327.75,0
584,227,17,1,7344.41,0
585,227,16,3,6378.95,0
586,228,59,1,12800.08,10
587,229,36,1,4299.63,0
588,230,25,1,8484.54,5
589,230,30,2,7006.29,5
590,230,51,3,5784.03,0
591,230,28,3,10434.86,25
592,231,9,3,3858.09,15
593,231,52,3,919.12,10
594,232,4,1,10523.93,10
595,232,16,3,6378.95,0
596,233,39,3,7479.47,15
597,233,45,2,11002.48,0
598,233,22,1,7423.51,0
599,233,55,1,8917.18,15
600,234,24,3,8428.85,10
601,235,13,2,3256.25,0
602,236,54,3,2327.75,5
603,236,17,1,7344.41,0
604,237,57,1,2023.58,20
605,237,46,2,6189.92,10
606,237,5,3,6591.65,25
607,237,8,1,6236.34,5
608,238,14,1,2002.17,20
609,238,47,3,1835.04,0
610,238,6,1,6150.38,15
611,238,51,2,5784.03,0
612,239,15,1,3426.72,0
613,239,58,3,7800.24,0
614,240,19,1,9582.17,20
615,241,24,2,8428.85,0
616,241,52,2,919.12,0
617,241,32,3,12559.25,0
618,241,21,2,2967.61,0
619,242,13,3,3256.25,
620,242,44,2,11459.88,15
621,242,22,2,7423.51,0
622,243,56,2,12077.06,25
623,243,26,2,1873.58,0
624,244,14,1,2002.17,0
625,244,29,2,4700.33,0
626,244,55,2,8917.18,0
627,244,36,2,4299.63,0
628,245,60,3,9163.59,0
629,246,5,3,6591.65,0
630,246,35,2,2998.83,5
631,246,25,1,8484.54,10
632,246,13,1,3256.25,10
633,247,4,1,10523.93,10
634,247,24,1,8428.85,10
635,247,34,1,12053.17,20
636,247,1,3,12008.38,0
637,248,29,1,4700.33,0
638,248,5,2,6591.65,0
639,249,23,3,6127.8,0
640,249,45,2,11002.48,0
641,249,54,3,2327.75,0
642,249,46,3,6189.92,0
643,250,18,3,14551.4,0
644,250,57,3,2023.58,0
645,251,5,2,6591.65,0
646,251,49,3,6065.27,5
647,251,7,3,9566.23,0
648,252,3,2,6068.9,0
649,252,1,2,12008.38,5
650,252,17,2,7344.41,10
651,252,8,1,6236.34,0
652,253,11,2,3405.33,10
653,253,5,3,6591.65,20
654,253,43,3,5409.98,0
655,253,49,1,6065.27,15
656,254,60,1,9163.59,10
657,254,16,1,6378.95,0
658,255,47,2,1835.04,0
659,255,11,1,3405.33,0
660,256,21,1,2967.61,0
661,256,12,1,4331.15,0
662,256,1,3,12008.38,0
663,257,7,1,9566.23,5
664,257,46,3,6189.92,0
665,257,35,3,2998.83,10
666,257,51,3,5784.03,20
667,258,33,1,4033.43,5
668,258,41,3,6732.86,10
669,258,48,1,6062.17,20
670,258,15,1,3426.72,5
671,259,9,3,3858.09,0
672,259,18,2,14551.4,0
673,259,21,3,2967.61,0
674,260,39,1,7479.47,5
675,260,56,2,12077.06,10
676,261,38,1,1525.22,0
677,261,36,2,4299.63,0
678,262,19,2,9582.17,0
679,262,37,2,8898.85,10
680,262,29,2,4700.33,20
681,263,28,3,10434.86,0
682,263,55,1,8917.18,0
683,263,6,2,6150.38,0
684,263,49,2,6065.27,5
685,264,56,2,12077.06,20
686,265,42,1,2330.94,0
687,265,38,1,1525.22,0
688,265,5,3,6591.65,0
689,266,60,3,9163.59,0
690,266,28,3,10434.86,0
691,266,48,2,6062.17,0
692,266,16,1,6378.95,0
693,267,42,2,2330.94,0
694,268,11,3,3405.33,0
695,268,54,2,2327.75,0
696,268,28,1,10434.86,0
697,268,17,1,7344.41,10
698,269,53,3,442.24,0
699,269,32,2,12559.25,0
700,270,29,1,4700.33,0
701,271,29,2,4700.33,5
702,271,41,2,6732.86,5
703,271,59,3,12800.08,
704,271,40,2,9172.33,
705,272,25,2,8484.54,0
706,273,21,2,2967.61,0
707,273,53,2,442.24,
708,273,16,3,6378.95,0
709,274,45,3,11002.48,0
710,274,49,3,6065.27,0
711,274,53,3,442.24,0
712,275,44,3,11459.88,10
713,275,29,2,4700.33,0
714,275,15,3,3426.72,25
715,276,9,2,3858.09,0
716,277,16,2,6378.95,0
717,277,14,2,2002.17,0
718,278,43,3,5409.98,10
719,279,25,3,8484.54,0
720,279,59,1,12800.08,5
721,279,46,1,6189.92,25
722,280,55,3,8917.18,5
723,280,21,1,2967.61,0
724,281,34,1,12053.17,0
725,281,43,2,5409.98,0
726,282,10,3,10601.46,25
727,282,39,1,7479.47,25
728,282,19,1,9582.17,20
729,282,48,2,6062.17,10
730,283,60,2,9163.59,0
731,284,22,2,7423.51,10
732,284,28,1,10434.86,0
733,284,44,1,11459.88,5
734,284,31,3,7970.7,0
735,285,58,2,7800.24,0
736,285,10,3,10601.46,0
737,285,14,2,2002.17,0
738,286,12,2,4331.15,0
739,286,4,2,10523.93,0
740,286,8,2,6236.34,0
741,286,33,1,4033.43,0
742,287,56,2,12077.06,5
743,287,53,2,442.24,0
744,287,42,3,2330.94,25
745,287,25,3,8484.54,0
746,288,37,1,8898.85,5
747,288,9,3,3858.09,0
748,288,7,3,9566.23,5
749,289,56,3,12077.06,15
750,289,39,1,7479.47,10
751,290,33,1,4033.43,5
752,291,43,3,5409.98,15
753,291,35,3,2998.83,5
754,291,29,1,4700.33,10
755,292,38,3,1525.22,0
756,292,23,1,6127.8,0
757,293,5,3,6591.65,25
758,293,41,2,6732.86,0
759,294,8,2,6236.34,0
760,294,35,2,2998.83,10
761,294,44,1,11459.88,10
762,295,38,2,1525.22,0
763,295,53,3,442.24,5
764,295,52,2,919.12,25
765,296,17,3,7344.41,10
766,296,1,2,12008.38,10
767,297,12,2,4331.15,0
768,297,29,1,4700.33,5
769,297,23,2,6127.8,0
770,297,52,1,919.12,0
771,298,52,2,919.12,25
772,298,56,2,12077.06,10
773,298,1,3,12008.38,20
774,298,28,3,10434.86,25
775,299,12,3,4331.15,5
776,299,5,2,6591.65,5
777,300,19,2,9582.17,0
778,301,60,2,9163.59,5
779,302,57,1,2023.58,0
780,302,47,3,1835.04,0
781,302,12,1,4331.15,
782,303,24,2,8428.85,0
783,303,20,1,9089.61,0
784,303,28,2,10434.86,0
785,303,58,1,7800.24,0
786,304,31,2,7970.7,0
787,304,43,3,5409.98,0
788,305,9,3,3858.09,5
789,305,8,2,6236.34,0
790,305,7,1,9566.23,0
791,305,51,2,5784.03,10
792,306,50,3,7293.66,0
793,306,8,1,6236.34,0
794,306,56,3,12077.06,5
795,307,40,2,9172.33,15
796,308,4,2,10523.93,0
797,308,33,2,4033.43,0
798,308,28,1,10434.86,5
799,308,42,2,2330.94,0
800,309,32,3,12559.25,5
801,309,24,3,8428.85,0
802,309,22,3,7423.51,0
803,310,57,1,2023.58,5
804,311,20,3,9089.61,0
805,311,47,1,1835.04,0
806,311,31,3,7970.7,0
807,312,27,3,12507.26,0
808,312,34,2,12053.17,5
809,312,60,3,9163.59,0
810,312,33,2,4033.43,0
811,313,36,1,4299.63,5
812,313,50,1,7293.66,0
813,313,25,2,8484.54,0
814,313,26,2,1873.58,0
815,314,3,3,6068.9,10
816,314,35,2,2998.83,0
817,315,42,2,2330.94,0
818,316,58,2,7800.24,0
819,316,40,1,9172.33,
820,316,19,3,9582.17,0
821,316,21,3,2967.61,10
822,317,53,1,442.24,20
823,317,29,1,4700.33,0
824,318,53,2,442.24,0
825,318,56,2,12077.06,5
826,319,10,2,10601.46,0
827,320,25,1,8484.54,0
828,320,2,3,6723.5,0
829,320,8,1,6236.34,0
830,320,53,3,442.24,0
831,321,53,1,442.24,15
832,321,11,1,3405.33,5
833,321,20,2,9089.61,20
834,321,22,1,7423.51,20
835,322,44,1,11459.88,0
836,322,57,2,2023.58,0
837,322,46,1,6189.92,0
838,322,53,1,442.24,0
839,323,44,3,11459.88,0
840,323,28,2,10434.86,0
841,324,50,2,7293.66,0
842,324,42,2,2330.94,0
843,325,9,2,3858.09,0
844,325,12,2,4331.15,0
845,325,50,1,7293.66,0
846,326,35,3,2998.83,0
847,326,53,1,442.24,5
848,326,15,1,3426.72,20
849,326,25,1,8484.54,15
850,327,54,1,2327.75,0
851,327,55,3,8917.18,5
852,328,43,3,5409.98,10
853,329,10,3,10601.46,0
854,329,49,2,6065.27,0
855,329,12,1,4331.15,5
856,329,31,1,7970.7,5
857,330,59,2,12800.08,0
858,330,37,1,8898.85,0
859,330,33,1,4033.43,0
860,331,53,2,442.24,0
861,332,18,2,14551.4,15
862,332,7,1,9566.23,
863,333,16,2,6378.95,10
864,334,33,1,4033.43,0
865,334,13,2,3256.25,0
866,334,21,3,2967.61,0
867,334,49,3,6065.27,0
868,335,44,3,11459.88,0
869,335,30,3,7006.29,0
870,336,29,3,4700.33,0
871,336,51,3,5784.03,10
872,336,9,3,3858.09,10
873,337,50,2,7293.66,10
874,337,56,2,12077.06,0
875,338,17,1,7344.41,0
876,338,31,2,7970.7,0
877,338,49,3,6065.27,0
878,338,57,2,2023.58,0
879,339,17,3,7344.41,0
880,339,57,3,2023.58,5
881,339,44,1,11459.88,0
882,339,3,1,6068.9,0
883,340,7,2,9566.23,15
884,340,6,2,6150.38,0
885,340,12,2,4331.15,20
886,340,47,1,1835.04,5
887,341,60,2,9163.59,10
888,342,41,2,6732.86,20
889,342,12,3,4331.15,15
890,342,6,1,6150.38,20
891,343,31,2,7970.7,0
892,343,35,1,2998.83,0
893,343,45,1,11002.48,5
894,343,51,3,5784.03,0
895,344,32,2,12559.25,
896,344,56,2,12077.06,0
897,345,14,2,2002.17,0
898,346,24,2,8428.85,0
899,347,23,1,6127.8,0
900,347,54,3,2327.75,25
901,347,35,2,2998.83,0
902,347,28,2,10434.86,0
903,348,6,2,6150.38,25
904,349,43,1,5409.98,20
905,350,23,2,6127.8,0
906,351,18,1,14551.4,0
907,351,57,1,2023.58,10
908,351,43,3,5409.98,0
909,352,13,2,3256.25,10
910,352,40,1,9172.33,0
911,352,42,1,2330.94,0
912,352,26,1,1873.58,0
913,353,21,1,2967.61,0
914,353,14,3,2002.17,5
915,354,41,1,6732.86,10
916,354,50,2,7293.66,0
917,354,23,1,6127.8,0
918,354,12,1,4331.15,25
919,355,5,1,6591.65,20
920,356,44,3,11459.88,0
921,356,27,1,12507.26,0
922,357,8,2,6236.34,
923,358,35,2,2998.83,5
924,359,18,3,14551.4,15
925,359,31,2,7970.7,20
926,360,26,2,1873.58,10
927,360,7,2,9566.23,20
928,360,38,3,1525.22,15
929,361,24,1,8428.85,0
930,361,58,2,7800.24,0
931,361,41,3,6732.86,0
